Country	Bank	Item	Year	Value  Flags
"Mexico"	"All banks"	"12. Distributed profit"	"2000"	-290.796  
"Mexico"	"All banks"	"12. Distributed profit"	"2001"	1753.158  
"Mexico"	"All banks"	"12. Distributed profit"	"2002"	152.334  
"Mexico"	"All banks"	"12. Distributed profit"	"2003"	494.243  
"Mexico"	"All banks"	"12. Distributed profit"	"2004"	1664.749  
"Mexico"	"All banks"	"12. Distributed profit"	"2005"	3978.775  
"Mexico"	"All banks"	"12. Distributed profit"	"2006"	3011.015  
"Mexico"	"All banks"	"12. Distributed profit"	"2007"	3852.638  
"Mexico"	"All banks"	"12. Distributed profit"	"2008"	1763.096  
"Mexico"	"All banks"	"12. Distributed profit"	"2009"	3524.603  
"Netherlands"	"All banks"	"12. Distributed profit"	"2008"	127  
"Netherlands"	"All banks"	"12. Distributed profit"	"2009"	-29  
"New Zealand"	"All banks"	"12. Distributed profit"	"1999"	1354  
"New Zealand"	"All banks"	"12. Distributed profit"	"2000"	844.97  
"New Zealand"	"All banks"	"12. Distributed profit"	"2001"	1001.42  
"New Zealand"	"All banks"	"12. Distributed profit"	"2002"	1574.469  
"New Zealand"	"All banks"	"12. Distributed profit"	"2003"	2104.444  
"New Zealand"	"All banks"	"12. Distributed profit"	"2004"	848.818  
"New Zealand"	"All banks"	"12. Distributed profit"	"2005"	1180.697  
"New Zealand"	"All banks"	"12. Distributed profit"	"2006"	2993.3  
"New Zealand"	"All banks"	"12. Distributed profit"	"2007"	2196.646  
"New Zealand"	"All banks"	"12. Distributed profit"	"2008"	2887.304  
"New Zealand"	"All banks"	"12. Distributed profit"	"2009"	619.865  
"Norway"	"All banks"	"12. Distributed profit"	"1999"	6199  
"Norway"	"All banks"	"12. Distributed profit"	"2000"	6163  
"Norway"	"All banks"	"12. Distributed profit"	"2001"	7679  
"Norway"	"All banks"	"12. Distributed profit"	"2002"	5888  
"Norway"	"All banks"	"12. Distributed profit"	"2003"	6032  
"Norway"	"All banks"	"12. Distributed profit"	"2004"	9333  
"Norway"	"All banks"	"12. Distributed profit"	"2005"	7354  
"Norway"	"All banks"	"12. Distributed profit"	"2006"	8905  
"Norway"	"All banks"	"12. Distributed profit"	"2007"	1980  
"Norway"	"All banks"	"12. Distributed profit"	"2008"	729  
"Norway"	"All banks"	"12. Distributed profit"	"2009"	3782  
"Poland"	"All banks"	"12. Distributed profit"	"1999"	553  
"Poland"	"All banks"	"12. Distributed profit"	"2000"	662  
"Poland"	"All banks"	"12. Distributed profit"	"2001"	1450  
"Poland"	"All banks"	"12. Distributed profit"	"2002"	1310  
"Poland"	"All banks"	"12. Distributed profit"	"2003"	1494  
"Poland"	"All banks"	"12. Distributed profit"	"2004"	4170  
"Poland"	"All banks"	"12. Distributed profit"	"2005"	5184  
"Poland"	"All banks"	"12. Distributed profit"	"2006"	5667.7  
"Poland"	"All banks"	"12. Distributed profit"	"2007"	4573  
"Poland"	"All banks"	"12. Distributed profit"	"2008"	273.546  
"Poland"	"All banks"	"12. Distributed profit"	"2009"	2713.548  
"Slovak Republic"	"All banks"	"12. Distributed profit"	"1999"	-1156.124  
"Slovak Republic"	"All banks"	"12. Distributed profit"	"2000"	-50.976  
"Slovak Republic"	"All banks"	"12. Distributed profit"	"2001"	42.161  
"Slovak Republic"	"All banks"	"12. Distributed profit"	"2002"	29.963  
"Slovak Republic"	"All banks"	"12. Distributed profit"	"2003"	-396.475  
"Slovak Republic"	"All banks"	"12. Distributed profit"	"2004"	-460.142  
"Slovak Republic"	"All banks"	"12. Distributed profit"	"2005"	-406.655  
"Slovak Republic"	"All banks"	"12. Distributed profit"	"2006"	-194.104  
"Slovak Republic"	"All banks"	"12. Distributed profit"	"2007"	-342.531  
"Slovak Republic"	"All banks"	"12. Distributed profit"	"2008"	263.373  
"Spain"	"All banks"	"12. Distributed profit"	"1999"	3467  
"Spain"	"All banks"	"12. Distributed profit"	"2000"	4108  
"Spain"	"All banks"	"12. Distributed profit"	"2001"	4580  
"Spain"	"All banks"	"12. Distributed profit"	"2002"	4590  
"Spain"	"All banks"	"12. Distributed profit"	"2003"	4765  
"Spain"	"All banks"	"12. Distributed profit"	"2004"	5717  
"Spain"	"All banks"	"12. Distributed profit"	"2005"	7341  
"Spain"	"All banks"	"12. Distributed profit"	"2006"	9521  
"Spain"	"All banks"	"12. Distributed profit"	"2007"	11744  
"Spain"	"All banks"	"12. Distributed profit"	"2008"	10993  
"Spain"	"All banks"	"12. Distributed profit"	"2009"	8468  
"Sweden"	"All banks"	"12. Distributed profit"	"1999"	9164  
"Sweden"	"All banks"	"12. Distributed profit"	"2000"	13836  
"Sweden"	"All banks"	"12. Distributed profit"	"2001"	9104  
"Sweden"	"All banks"	"12. Distributed profit"	"2002"	17588  
"Sweden"	"All banks"	"12. Distributed profit"	"2003"	9225  
"Sweden"	"All banks"	"12. Distributed profit"	"2004"	16155  
"Sweden"	"All banks"	"12. Distributed profit"	"2005"	18106  
"Sweden"	"All banks"	"12. Distributed profit"	"2006"	20788  
"Sweden"	"All banks"	"12. Distributed profit"	"2007"	26976  
"Sweden"	"All banks"	"12. Distributed profit"	"2008"	34312  
"Sweden"	"All banks"	"12. Distributed profit"	"2009"	10222  
"Switzerland"	"All banks"	"12. Distributed profit"	"1999"	8805  
"Switzerland"	"All banks"	"12. Distributed profit"	"2000"	7853  
"Switzerland"	"All banks"	"12. Distributed profit"	"2001"	4216  
"Switzerland"	"All banks"	"12. Distributed profit"	"2002"	6364  
"Switzerland"	"All banks"	"12. Distributed profit"	"2003"	6647  
"Switzerland"	"All banks"	"12. Distributed profit"	"2004"	8220  
"Switzerland"	"All banks"	"12. Distributed profit"	"2005"	9297  
"Switzerland"	"All banks"	"12. Distributed profit"	"2006"	8975  
"Switzerland"	"All banks"	"12. Distributed profit"	"2007"	7691  
"Switzerland"	"All banks"	"12. Distributed profit"	"2008"	4731  
"Switzerland"	"All banks"	"12. Distributed profit"	"2009"	7173  
"United States"	"All banks"	"12. Distributed profit"	"1999"	62636.331  
"United States"	"All banks"	"12. Distributed profit"	"2000"	63406.844  
"United States"	"All banks"	"12. Distributed profit"	"2001"	65495.565  
"United States"	"All banks"	"12. Distributed profit"	"2002"	81529.864  
"United States"	"All banks"	"12. Distributed profit"	"2003"	96762.534  
"United States"	"All banks"	"12. Distributed profit"	"2004"	70912.733  
"United States"	"All banks"	"12. Distributed profit"	"2005"	79311.098  
"United States"	"All banks"	"12. Distributed profit"	"2006"	99703.446  
"United States"	"All banks"	"12. Distributed profit"	"2007"	113310.251  
"United States"	"All banks"	"12. Distributed profit"	"2008"	51903.527  
"United States"	"All banks"	"12. Distributed profit"	"2009"	51687.592  
"Chile"	"All banks"	"12. Distributed profit"	"1999"	231319.4  
"Chile"	"All banks"	"12. Distributed profit"	"2000"	229416.1  
"Chile"	"All banks"	"12. Distributed profit"	"2001"	433989  
"Chile"	"All banks"	"12. Distributed profit"	"2002"	370129.8  
"Chile"	"All banks"	"12. Distributed profit"	"2003"	489044.129  
"Chile"	"All banks"	"12. Distributed profit"	"2004"	487446.2  
"Chile"	"All banks"	"12. Distributed profit"	"2005"	464107.949  
"Chile"	"All banks"	"12. Distributed profit"	"2006"	527772.263  
"Chile"	"All banks"	"12. Distributed profit"	"2007"	639518  
"Chile"	"All banks"	"12. Distributed profit"	"2008"	741735.205  
"Chile"	"All banks"	"12. Distributed profit"	"2009"	817702.058  
"Israel"	"All banks"	"12. Distributed profit"	"2000"	1692.9  
"Israel"	"All banks"	"12. Distributed profit"	"2001"	729.9  
"Israel"	"All banks"	"12. Distributed profit"	"2002"	192.4  
"Israel"	"All banks"	"12. Distributed profit"	"2003"	798.5  
"Israel"	"All banks"	"12. Distributed profit"	"2004"	2437.7  
"Israel"	"All banks"	"12. Distributed profit"	"2005"	2993  
"Israel"	"All banks"	"12. Distributed profit"	"2006"	4302.8  
"Israel"	"All banks"	"12. Distributed profit"	"2007"	3266.4  
"Israel"	"All banks"	"12. Distributed profit"	"2008"	682.1  
"Israel"	"All banks"	"12. Distributed profit"	"2009"	5.4  
"Russian Federation"	"All banks"	"12. Distributed profit"	"2009"	2927.46  
"Canada"	"Commercial banks"	"12. Distributed profit"	"1999"	3470  
"Canada"	"Commercial banks"	"12. Distributed profit"	"2000"	3483  
"Canada"	"Commercial banks"	"12. Distributed profit"	"2001"	4296  
"Canada"	"Commercial banks"	"12. Distributed profit"	"2002"	4359  
"Canada"	"Commercial banks"	"12. Distributed profit"	"2003"	5570  
"Canada"	"Commercial banks"	"12. Distributed profit"	"2004"	5828  
"Canada"	"Commercial banks"	"12. Distributed profit"	"2005"	6738  
"Canada"	"Commercial banks"	"12. Distributed profit"	"2006"	7712  
"Canada"	"Commercial banks"	"12. Distributed profit"	"2007"	9034  
"Canada"	"Commercial banks"	"12. Distributed profit"	"2008"	10360  
"Canada"	"Commercial banks"	"12. Distributed profit"	"2009"	11494  
"Denmark"	"Commercial banks"	"12. Distributed profit"	"2004"	10159.832  
"Finland"	"Commercial banks"	"12. Distributed profit"	"1999"	125.697  
"Finland"	"Commercial banks"	"12. Distributed profit"	"2000"	469.956  
"Finland"	"Commercial banks"	"12. Distributed profit"	"2001"	1176.528  
"Finland"	"Commercial banks"	"12. Distributed profit"	"2002"	1173.823  
"Finland"	"Commercial banks"	"12. Distributed profit"	"2003"	200.713  
"Finland"	"Commercial banks"	"12. Distributed profit"	"2004"	200.423  
"Finland"	"Commercial banks"	"12. Distributed profit"	"2005"	311.616  
"Finland"	"Commercial banks"	"12. Distributed profit"	"2006"	4260.842  
"Finland"	"Commercial banks"	"12. Distributed profit"	"2007"	1043.471  
"Finland"	"Commercial banks"	"12. Distributed profit"	"2008"	1387.702  
"Finland"	"Commercial banks"	"12. Distributed profit"	"2009"	765.489  
"France"	"Commercial banks"	"12. Distributed profit"	"1999"	3992.33  
"France"	"Commercial banks"	"12. Distributed profit"	"2000"	5050.33  
"France"	"Commercial banks"	"12. Distributed profit"	"2001"	5571  
"France"	"Commercial banks"	"12. Distributed profit"	"2002"	5665  
"France"	"Commercial banks"	"12. Distributed profit"	"2003"	6673  
"France"	"Commercial banks"	"12. Distributed profit"	"2004"	8557.219  
"France"	"Commercial banks"	"12. Distributed profit"	"2005"	10290.348  
"France"	"Commercial banks"	"12. Distributed profit"	"2006"	14039.965  
"France"	"Commercial banks"	"12. Distributed profit"	"2007"	8593.77  
"France"	"Commercial banks"	"12. Distributed profit"	"2008"	4587.783  
"France"	"Commercial banks"	"12. Distributed profit"	"2009"	5937.367  
"Germany"	"Commercial banks"	"12. Distributed profit"	"1999"	3713  
"Germany"	"Commercial banks"	"12. Distributed profit"	"2000"	4481  
"Germany"	"Commercial banks"	"12. Distributed profit"	"2001"	1721  
"Germany"	"Commercial banks"	"12. Distributed profit"	"2002"	796  
"Germany"	"Commercial banks"	"12. Distributed profit"	"2003"	-415  
"Germany"	"Commercial banks"	"12. Distributed profit"	"2004"	-605  
"Germany"	"Commercial banks"	"12. Distributed profit"	"2005"	4105  
"Germany"	"Commercial banks"	"12. Distributed profit"	"2006"	5302  
"Germany"	"Commercial banks"	"12. Distributed profit"	"2007"	9376  
"Germany"	"Commercial banks"	"12. Distributed profit"	"2008"	689  
"Germany"	"Commercial banks"	"12. Distributed profit"	"2009"	2105  
"Greece"	"Commercial banks"	"12. Distributed profit"	"1999"	681  
"Greece"	"Commercial banks"	"12. Distributed profit"	"2000"	795  
"Greece"	"Commercial banks"	"12. Distributed profit"	"2001"	804  
"Greece"	"Commercial banks"	"12. Distributed profit"	"2002"	439  
"Greece"	"Commercial banks"	"12. Distributed profit"	"2003"	615  
"Greece"	"Commercial banks"	"12. Distributed profit"	"2004"	538  
"Greece"	"Commercial banks"	"12. Distributed profit"	"2005"	669  
"Greece"	"Commercial banks"	"12. Distributed profit"	"2006"	1468  
"Greece"	"Commercial banks"	"12. Distributed profit"	"2007"	1377.7  
"Greece"	"Commercial banks"	"12. Distributed profit"	"2008"	0  
"Greece"	"Commercial banks"	"12. Distributed profit"	"2009"	0  
"Hungary"	"Commercial banks"	"12. Distributed profit"	"1999"	16187  
"Hungary"	"Commercial banks"	"12. Distributed profit"	"2000"	17779  
"Hungary"	"Commercial banks"	"12. Distributed profit"	"2001"	25586  
"Hungary"	"Commercial banks"	"12. Distributed profit"	"2002"	17182  
"Hungary"	"Commercial banks"	"12. Distributed profit"	"2003"	37649  
"Hungary"	"Commercial banks"	"12. Distributed profit"	"2004"	95860  
"Hungary"	"Commercial banks"	"12. Distributed profit"	"2005"	137188  
"Hungary"	"Commercial banks"	"12. Distributed profit"	"2006"	171566  
"Hungary"	"Commercial banks"	"12. Distributed profit"	"2007"	65777  
"Hungary"	"Commercial banks"	"12. Distributed profit"	"2008"	62510  
"Hungary"	"Commercial banks"	"12. Distributed profit"	"2009"	64276  
"Korea"	"Commercial banks"	"12. Distributed profit"	"1999"	191000  
"Korea"	"Commercial banks"	"12. Distributed profit"	"2000"	392000  
"Korea"	"Commercial banks"	"12. Distributed profit"	"2001"	415000  
"Korea"	"Commercial banks"	"12. Distributed profit"	"2002"	899000  
"Korea"	"Commercial banks"	"12. Distributed profit"	"2003"	696000  
"Korea"	"Commercial banks"	"12. Distributed profit"	"2004"	440000  
"Korea"	"Commercial banks"	"12. Distributed profit"	"2005"	1521000  
"Korea"	"Commercial banks"	"12. Distributed profit"	"2006"	2956000  
"Korea"	"Commercial banks"	"12. Distributed profit"	"2007"	2271000  
"Korea"	"Commercial banks"	"12. Distributed profit"	"2008"	161000  
"Korea"	"Commercial banks"	"12. Distributed profit"	"2009"	1338987.86  
"Mexico"	"Commercial banks"	"12. Distributed profit"	"1999"	0  
"Mexico"	"Commercial banks"	"12. Distributed profit"	"2000"	32.871  
"Mexico"	"Commercial banks"	"12. Distributed profit"	"2001"	1750.204  
"Mexico"	"Commercial banks"	"12. Distributed profit"	"2002"	119.042  
"Mexico"	"Commercial banks"	"12. Distributed profit"	"2003"	551.593  
"Mexico"	"Commercial banks"	"12. Distributed profit"	"2004"	1827.027  
"Mexico"	"Commercial banks"	"12. Distributed profit"	"2005"	4162.426  
"Mexico"	"Commercial banks"	"12. Distributed profit"	"2006"	3160.743  
"Mexico"	"Commercial banks"	"12. Distributed profit"	"2007"	4259.378  
"Mexico"	"Commercial banks"	"12. Distributed profit"	"2008"	2057.149  
"Mexico"	"Commercial banks"	"12. Distributed profit"	"2009"	3524.603  
"Norway"	"Commercial banks"	"12. Distributed profit"	"1999"	4836  
"Norway"	"Commercial banks"	"12. Distributed profit"	"2000"	4603  
"Norway"	"Commercial banks"	"12. Distributed profit"	"2001"	6208  
"Norway"	"Commercial banks"	"12. Distributed profit"	"2002"	3674  
"Norway"	"Commercial banks"	"12. Distributed profit"	"2003"	3075  
"Poland"	"Commercial banks"	"12. Distributed profit"	"1999"	538  
"Poland"	"Commercial banks"	"12. Distributed profit"	"2000"	630  
"Poland"	"Commercial banks"	"12. Distributed profit"	"2001"	1413  
"Poland"	"Commercial banks"	"12. Distributed profit"	"2002"	1286  
"Poland"	"Commercial banks"	"12. Distributed profit"	"2003"	1478  
"Poland"	"Commercial banks"	"12. Distributed profit"	"2004"	4146  
"Poland"	"Commercial banks"	"12. Distributed profit"	"2005"	5156  
"Poland"	"Commercial banks"	"12. Distributed profit"	"2006"	5636.9  
"Poland"	"Commercial banks"	"12. Distributed profit"	"2007"	4531.2  
"Poland"	"Commercial banks"	"12. Distributed profit"	"2008"	255.538  
"Poland"	"Commercial banks"	"12. Distributed profit"	"2009"	2685.724  
"Slovak Republic"	"Commercial banks"	"12. Distributed profit"	"1999"	-1136.248  
"Slovak Republic"	"Commercial banks"	"12. Distributed profit"	"2000"	-153.547  
"Slovak Republic"	"Commercial banks"	"12. Distributed profit"	"2001"	9.026  
"Slovak Republic"	"Commercial banks"	"12. Distributed profit"	"2002"	-12.885  
"Slovak Republic"	"Commercial banks"	"12. Distributed profit"	"2003"	-376.81  
"Slovak Republic"	"Commercial banks"	"12. Distributed profit"	"2004"	-351.773  
"Slovak Republic"	"Commercial banks"	"12. Distributed profit"	"2005"	-337.433  
"Slovak Republic"	"Commercial banks"	"12. Distributed profit"	"2006"	-175.026  
"Slovak Republic"	"Commercial banks"	"12. Distributed profit"	"2007"	-281.519  
"Slovak Republic"	"Commercial banks"	"12. Distributed profit"	"2008"	207.183  
"Spain"	"Commercial banks"	"12. Distributed profit"	"1999"	2598  
"Spain"	"Commercial banks"	"12. Distributed profit"	"2000"	3132  
"Spain"	"Commercial banks"	"12. Distributed profit"	"2001"	3531  
"Spain"	"Commercial banks"	"12. Distributed profit"	"2002"	3496  
"Spain"	"Commercial banks"	"12. Distributed profit"	"2003"	3604  
"Spain"	"Commercial banks"	"12. Distributed profit"	"2004"	4381  
"Spain"	"Commercial banks"	"12. Distributed profit"	"2005"	5788  
"Spain"	"Commercial banks"	"12. Distributed profit"	"2006"	7638  
"Spain"	"Commercial banks"	"12. Distributed profit"	"2007"	9559  
"Spain"	"Commercial banks"	"12. Distributed profit"	"2008"	9148  
